Agente,Episodio,Recompensa,Tripwires,Flexibilidad,Robustez,Q-optimal,PGF_Bruto_Avg,PGF_Costo_Avg,RiskEffective_Avg,Surprise_Avg,Starvation,GoalReached
simbiosis,1,-64.41,1.0,0.5,0.9866666666666667,0.8,4.986580129702268,0.2218333333333333,0.3617909722222222,0.03333333333333333,0,0
simbiosis,2,-63.0,0.0,0.5,1.0,0.8666666666666667,5.366666666666666,0.04000000000000001,0.25701388888888893,0.0,0,0
simbiosis,3,-62.8,0.0,0.5,1.0,0.8666666666666667,5.333333333333333,0.05000000000000001,0.29619047619047617,0.0,0,0
simbiosis,4,-71.1,0.0,0.5625,1.0,0.75,4.329174966832405,0.15000000000000002,0.3785813492063492,0.1,1,0
simbiosis,5,-61.599999999999994,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.2945726495726496,0.0,0,0
simbiosis,6,-73.11,0.0,0.525,0.9800000000000001,0.95,5.03132178627844,0.07005,0.290033391955267,0.04,1,0
simbiosis,7,-63.61,0.0,0.5,0.9866666666666667,0.8,5.266434533030319,0.0869,0.28434592074592074,0.0,0,0
simbiosis,8,-59.2,1.0,0.5,1.0,0.9333333333333333,5.486812263338617,0.0,0.36561111111111116,0.03333333333333333,0,0
simbiosis,9,-62.4,1.0,0.5,1.0,0.7666666666666667,5.153478930005283,0.12333333333333331,0.3143282967032967,0.03333333333333333,0,0
simbiosis,10,-65.6,0.0,0.5,1.0,0.9,4.933333333333334,0.25999999999999995,0.2646329365079365,0.0,0,0
simbiosis,11,-64.82,0.0,0.5,0.9733333333333333,0.7666666666666667,5.099535732727303,0.1908,0.30664851190476194,0.0,0,0
simbiosis,12,-73.3,0.0,0.5625,1.0,0.75,4.329174966832405,0.17500000000000002,0.4530729166666667,0.1,1,0
