Episodio,Recompensa_tui,Tripwires_tui,PGF_Bruto_Avg,PGF_Costo_Avg
1,-32.472419660028706,0,-0.45681049150071834,0.28
2,-11.2908065533429,0,-0.15227016383357278,0.105
3,0.0,0,0.0,0.0
4,-29.381613106685776,0,-0.30454032766714556,0.38
5,0.0,0,0.0,0.0
6,-8.090806553342912,0,-0.15227016383357278,0.025
7,0.0,0,0.0,0.0
8,-12.090806553342897,0,-0.15227016383357278,0.125
9,0.0,0,0.0,0.0
10,0.0,0,0.0,0.0
11,0.0,0,0.0,0.0
12,-21.381613106685805,0,-0.30454032766714556,0.18
13,0.0,0,0.0,0.0
14,-11.090806553342901,0,-0.15227016383357278,0.1
15,0.0,0,0.0,0.0
16,-55.76322621337157,0,-0.6090806553342911,0.685
17,-11.090806553342901,0,-0.15227016383357278,0.1
18,0.0,0,0.0,0.0
19,0.0,0,0.0,0.0
20,0.0,0,0.0,0.0
21,0.0,0,0.0,0.0
22,0.0,0,0.0,0.0
23,-30.98161310668577,0,-0.30454032766714556,0.42
24,0.0,0,0.0,0.0
25,0.0,0,0.0,0.0
26,-25.58161310668579,0,-0.30454032766714556,0.285
27,-27.181613106685784,0,-0.30454032766714556,0.325
28,0.0,0,0.0,0.0
29,0.0,0,0.0,0.0
30,0.0,0,0.0,0.0
31,0.0,0,0.0,0.0
32,0.0,0,0.0,0.0
33,-13.490806553342892,0,-0.15227016383357278,0.16
34,0.0,0,0.0,0.0
35,0.0,0,0.0,0.0
36,-37.07241966002874,0,-0.45681049150071834,0.395
37,0.0,0,0.0,0.0
38,0.0,0,0.0,0.0
39,0.0,0,0.0,0.0
40,0.0,0,0.0,0.0
41,-17.58161310668582,0,-0.30454032766714556,0.085
42,-24.381613106685794,0,-0.30454032766714556,0.255
43,-13.690806553342892,0,-0.15227016383357278,0.165
44,-13.690806553342892,0,-0.15227016383357278,0.165
45,0.0,0,0.0,0.0
46,-24.981613106685792,0,-0.30454032766714556,0.27
47,-54.96322621337157,0,-0.6090806553342911,0.665
48,0.0,0,0.0,0.0
49,-9.890806553342905,0,-0.15227016383357278,0.07
50,-33.36322621337166,0,-0.6090806553342911,0.125
51,-28.781613106685782,0,-0.30454032766714556,0.365
52,-22.9816131066858,0,-0.30454032766714556,0.22
53,0.0,0,0.0,0.0
54,-26.981613106685785,0,-0.30454032766714556,0.32
55,0.0,0,0.0,0.0
56,0.0,0,0.0,0.0
57,0.0,0,0.0,0.0
58,-14.29080655334289,0,-0.15227016383357278,0.18
59,0.0,0,0.0,0.0
60,0.0,0,0.0,0.0
61,0.0,0,0.0,0.0
62,0.0,0,0.0,0.0
63,0.0,0,0.0,0.0
64,-23.1816131066858,0,-0.30454032766714556,0.225
65,0.0,0,0.0,0.0
66,-43.76322621337161,0,-0.6090806553342911,0.385
67,0.0,0,0.0,0.0
68,0.0,0,0.0,0.0
69,-23.781613106685796,0,-0.30454032766714556,0.24
70,-7.690806553342912,0,-0.15227016383357278,0.015
71,0.0,0,0.0,0.0
72,0.0,0,0.0,0.0
73,-8.090806553342912,0,-0.15227016383357278,0.025
74,0.0,0,0.0,0.0
75,0.0,0,0.0,0.0
76,0.0,0,0.0,0.0
77,-15.090806553342887,0,-0.15227016383357278,0.2
78,-14.09080655334289,0,-0.15227016383357278,0.175
79,0.0,0,0.0,0.0
80,0.0,0,0.0,0.0
81,0.0,0,0.0,0.0
82,0.0,0,0.0,0.0
83,-12.490806553342896,0,-0.15227016383357278,0.135
84,0.0,0,0.0,0.0
85,0.0,0,0.0,0.0
86,0.0,0,0.0,0.0
87,0.0,0,0.0,0.0
88,0.0,0,0.0,0.0
89,0.0,0,0.0,0.0
90,0.0,0,0.0,0.0
91,0.0,0,0.0,0.0
92,0.0,0,0.0,0.0
93,-43.163226213371615,0,-0.6090806553342911,0.37
94,0.0,0,0.0,0.0
95,0.0,0,0.0,0.0
96,0.0,0,0.0,0.0
97,-31.072419660028753,0,-0.45681049150071834,0.245
98,-33.87241966002873,0,-0.45681049150071834,0.315
99,0.0,0,0.0,0.0
100,-7.690806553342912,0,-0.15227016383357278,0.015
101,0.0,0,0.0,0.0
102,0.0,0,0.0,0.0
103,0.0,0,0.0,0.0
104,-46.363226213371604,0,-0.6090806553342911,0.45
105,0.0,0,0.0,0.0
106,-50.172776006604415,1,-0.8443194001651105,0.235
107,0.0,0,0.0,0.0
108,-21.781613106685803,0,-0.30454032766714556,0.19
109,-8.49080655334291,0,-0.15227016383357278,0.035
110,0.0,0,0.0,0.0
111,0.0,0,0.0,0.0
112,0.0,0,0.0,0.0
113,0.0,0,0.0,0.0
114,-146.45474545986582,2,-1.536368636496648,1.8
115,-12.090806553342897,0,-0.15227016383357278,0.125
116,-32.47241966002873,0,-0.45681049150071834,0.28
117,-12.090806553342897,0,-0.15227016383357278,0.125
118,-44.65403276671455,0,-0.761350819167864,0.23
119,0.0,0,0.0,0.0
120,0.0,0,0.0,0.0
121,-9.890806553342905,0,-0.15227016383357278,0.07
122,0.0,0,0.0,0.0
123,0.0,0,0.0,0.0
124,0.0,0,0.0,0.0
125,0.0,0,0.0,0.0
126,-22.3816131066858,0,-0.30454032766714556,0.205
127,0.0,0,0.0,0.0
128,-47.56322621337159,0,-0.6090806553342911,0.48
129,-19.381613106685812,0,-0.30454032766714556,0.13
130,-8.69080655334291,0,-0.15227016383357278,0.04
131,0.0,0,0.0,0.0
132,-36.563226213371635,0,-0.6090806553342911,0.205
133,0.0,0,0.0,0.0
134,-16.98161310668582,0,-0.30454032766714556,0.07
135,-31.98161310668577,0,-0.30454032766714556,0.445
136,-24.581613106685793,0,-0.30454032766714556,0.26
137,0.0,0,0.0,0.0
138,0.0,0,0.0,0.0
139,0.0,0,0.0,0.0
140,-25.58161310668579,0,-0.30454032766714556,0.285
141,0.0,0,0.0,0.0
142,-8.69080655334291,0,-0.15227016383357278,0.04
143,0.0,0,0.0,0.0
144,0.0,0,0.0,0.0
145,0.0,0,0.0,0.0
146,0.0,0,0.0,0.0
147,-131.25474545986583,2,-1.536368636496648,1.42
148,0.0,0,0.0,0.0
149,-31.472419660028724,0,-0.45681049150071834,0.255
150,0.0,0,0.0,0.0
151,-52.363226213371576,0,-0.6090806553342911,0.6
152,-23.1816131066858,0,-0.30454032766714556,0.225
153,-162.5248644751842,3,-2.2681216118796037,0.97
154,-49.36322621337159,0,-0.6090806553342911,0.525
155,-34.07241966002876,0,-0.45681049150071834,0.32
156,0.0,0,0.0,0.0
157,0.0,0,0.0,0.0
158,-21.581613106685804,0,-0.30454032766714556,0.185
159,0.0,0,0.0,0.0
160,-27.181613106685784,0,-0.30454032766714556,0.325
161,0.0,0,0.0,0.0
162,0.0,0,0.0,0.0
163,0.0,0,0.0,0.0
164,-9.290806553342907,0,-0.15227016383357278,0.055
165,0.0,0,0.0,0.0
166,0.0,0,0.0,0.0
167,0.0,0,0.0,0.0
168,-13.290806553342893,0,-0.15227016383357278,0.155
169,-43.163226213371615,0,-0.6090806553342911,0.37
170,-12.890806553342895,0,-0.15227016383357278,0.145
171,0.0,0,0.0,0.0
172,0.0,0,0.0,0.0
173,-36.07241966002874,0,-0.45681049150071834,0.37
174,0.0,0,0.0,0.0
175,0.0,0,0.0,0.0
176,0.0,0,0.0,0.0
177,0.0,0,0.0,0.0
178,0.0,0,0.0,0.0
179,0.0,0,0.0,0.0
180,-13.490806553342892,0,-0.15227016383357278,0.16
181,0.0,0,0.0,0.0
182,0.0,0,0.0,0.0
183,0.0,0,0.0,0.0
184,0.0,0,0.0,0.0
185,0.0,0,0.0,0.0
186,0.0,0,0.0,0.0
187,0.0,0,0.0,0.0
188,0.0,0,0.0,0.0
189,0.0,0,0.0,0.0
190,0.0,0,0.0,0.0
191,-10.290806553342904,0,-0.15227016383357278,0.08
192,-18.981613106685813,0,-0.30454032766714556,0.12
193,0.0,0,0.0,0.0
194,0.0,0,0.0,0.0
195,0.0,0,0.0,0.0
196,0.0,0,0.0,0.0
197,0.0,0,0.0,0.0
198,0.0,0,0.0,0.0
199,0.0,0,0.0,0.0
200,0.0,0,0.0,0.0
201,0.0,0,0.0,0.0
202,0.0,0,0.0,0.0
203,-20.38161310668581,0,-0.30454032766714556,0.155
204,0.0,0,0.0,0.0
205,0.0,0,0.0,0.0
206,0.0,0,0.0,0.0
207,0.0,0,0.0,0.0
208,0.0,0,0.0,0.0
209,0.0,0,0.0,0.0
210,-15.690806553342885,0,-0.15227016383357278,0.215
211,-7.290806553342912,0,-0.15227016383357278,0.005
212,0.0,0,0.0,0.0
213,-30.472419660028752,0,-0.45681049150071834,0.23
214,0.0,0,0.0,0.0
215,-39.67241966002876,0,-0.45681049150071834,0.46
216,-21.181613106685806,0,-0.30454032766714556,0.175
217,0.0,0,0.0,0.0
218,-54.96322621337162,0,-0.6090806553342911,0.665
219,0.0,0,0.0,0.0
220,0.0,0,0.0,0.0
221,-56.96322621337156,0,-0.6090806553342911,0.715
222,0.0,0,0.0,0.0
223,-8.890806553342909,0,-0.15227016383357278,0.045
224,0.0,0,0.0,0.0
225,-13.890806553342891,0,-0.15227016383357278,0.17
226,-13.690806553342892,0,-0.15227016383357278,0.165
227,0.0,0,0.0,0.0
228,-14.690806553342888,0,-0.15227016383357278,0.19
229,-14.981613106685824,0,-0.30454032766714556,0.02
230,0.0,0,0.0,0.0
231,0.0,0,0.0,0.0
232,0.0,0,0.0,0.0
233,-12.290806553342897,0,-0.15227016383357278,0.13
234,-14.690806553342888,0,-0.15227016383357278,0.19
235,0.0,0,0.0,0.0
236,-13.490806553342892,0,-0.15227016383357278,0.16
237,0.0,0,0.0,0.0
238,-36.072419660028764,0,-0.45681049150071834,0.37
239,-13.690806553342892,0,-0.15227016383357278,0.165
240,0.0,0,0.0,0.0
241,0.0,0,0.0,0.0
242,0.0,0,0.0,0.0
243,-131.61567102852706,3,-4.173089268470994,0.5517241379310345
244,-11.4908065533429,0,-0.15227016383357278,0.11
245,0.0,0,0.0,0.0
246,0.0,0,0.0,0.0
247,0.0,0,0.0,0.0
248,-45.363226213371604,0,-0.6090806553342911,0.425
249,-19.181613106685813,0,-0.30454032766714556,0.125
250,0.0,0,0.0,0.0
251,0.0,0,0.0,0.0
252,-31.781613106685768,0,-0.30454032766714556,0.44
253,0.0,0,0.0,0.0
254,0.0,0,0.0,0.0
255,0.0,0,0.0,0.0
256,0.0,0,0.0,0.0
257,0.0,0,0.0,0.0
258,0.0,0,0.0,0.0
259,0.0,0,0.0,0.0
260,-31.38161310668577,0,-0.30454032766714556,0.43
261,0.0,0,0.0,0.0
262,-26.381613106685787,0,-0.30454032766714556,0.305
263,-12.690806553342895,0,-0.15227016383357278,0.14
264,0.0,0,0.0,0.0
265,0.0,0,0.0,0.0
266,0.0,0,0.0,0.0
267,0.0,0,0.0,0.0
268,0.0,0,0.0,0.0
269,0.0,0,0.0,0.0
270,0.0,0,0.0,0.0
271,0.0,0,0.0,0.0
272,-54.96322621337157,0,-0.6090806553342911,0.665
273,-8.890806553342909,0,-0.15227016383357278,0.045
274,0.0,0,0.0,0.0
275,-25.981613106685792,0,-0.30454032766714556,0.295
276,-8.290806553342911,0,-0.15227016383357278,0.03
277,-14.09080655334289,0,-0.15227016383357278,0.175
278,-12.690806553342895,0,-0.15227016383357278,0.14
279,0.0,0,0.0,0.0
280,0.0,0,0.0,0.0
281,0.0,0,0.0,0.0
282,0.0,0,0.0,0.0
283,-62.96322621337154,0,-0.6090806553342911,0.865
284,-25.87241966002873,0,-0.45681049150071834,0.115
285,0.0,0,0.0,0.0
286,-22.381613106685805,0,-0.30454032766714556,0.205
287,0.0,0,0.0,0.0
288,0.0,0,0.0,0.0
289,0.0,0,0.0,0.0
290,-14.490806553342889,0,-0.15227016383357278,0.185
291,0.0,0,0.0,0.0
292,0.0,0,0.0,0.0
293,0.0,0,0.0,0.0
294,0.0,0,0.0,0.0
295,-37.47241966002877,0,-0.45681049150071834,0.405
296,0.0,0,0.0,0.0
297,0.0,0,0.0,0.0
298,-44.56322621337161,0,-0.6090806553342911,0.405
299,-40.16322621337162,0,-0.6090806553342911,0.295
300,0.0,0,0.0,0.0
301,-26.872419660028747,0,-0.45681049150071834,0.14
302,-10.290806553342904,0,-0.15227016383357278,0.08
303,0.0,0,0.0,0.0
304,0.0,0,0.0,0.0
305,0.0,0,0.0,0.0
306,0.0,0,0.0,0.0
307,0.0,0,0.0,0.0
308,0.0,0,0.0,0.0
309,-20.78161310668581,0,-0.30454032766714556,0.165
310,-135.41567102852707,2,-2.8144090415269494,0.48255813953488375
311,-8.090806553342912,0,-0.15227016383357278,0.025
312,-37.67241966002876,0,-0.45681049150071834,0.41
313,-8.890806553342909,0,-0.15227016383357278,0.045
314,-10.490806553342903,0,-0.15227016383357278,0.085
315,0.0,0,0.0,0.0
316,0.0,0,0.0,0.0
317,-11.2908065533429,0,-0.15227016383357278,0.105
318,0.0,0,0.0,0.0
319,0.0,0,0.0,0.0
320,-16.381613106685826,0,-0.30454032766714556,0.055
321,-56.57277600660439,1,-0.8443194001651105,0.395
322,-39.76322621337164,0,-0.6090806553342911,0.285
323,0.0,0,0.0,0.0
324,-13.690806553342892,0,-0.15227016383357278,0.165
325,0.0,0,0.0,0.0
326,0.0,0,0.0,0.0
327,0.0,0,0.0,0.0
328,-41.27241966002877,0,-0.45681049150071834,0.5
329,0.0,0,0.0,0.0
330,-41.272419660028774,0,-0.45681049150071834,0.5
331,0.0,0,0.0,0.0
332,0.0,0,0.0,0.0
333,0.0,0,0.0,0.0
334,-28.981613106685778,0,-0.30454032766714556,0.37
335,0.0,0,0.0,0.0
336,-19.381613106685812,0,-0.30454032766714556,0.13
337,0.0,0,0.0,0.0
338,0.0,0,0.0,0.0
339,-60.344839320057496,0,-0.9136209830014367,0.445
340,-38.763226213371624,0,-0.6090806553342911,0.26
341,0.0,0,0.0,0.0
342,0.0,0,0.0,0.0
343,0.0,0,0.0,0.0
344,-12.090806553342897,0,-0.15227016383357278,0.125
345,-41.76322621337162,0,-0.6090806553342911,0.335
346,-35.27241966002876,0,-0.45681049150071834,0.35
347,0.0,0,0.0,0.0
348,0.0,0,0.0,0.0
349,-130.44519566663314,1,-1.3011298916658287,1.71
350,0.0,0,0.0,0.0
351,0.0,0,0.0,0.0
352,0.0,0,0.0,0.0
353,0.0,0,0.0,0.0
354,0.0,0,0.0,0.0
355,0.0,0,0.0,0.0
356,0.0,0,0.0,0.0
357,0.0,0,0.0,0.0
358,-10.290806553342904,0,-0.15227016383357278,0.08
359,0.0,0,0.0,0.0
360,0.0,0,0.0,0.0
361,0.0,0,0.0,0.0
362,0.0,0,0.0,0.0
363,0.0,0,0.0,0.0
364,0.0,0,0.0,0.0
365,-33.96322621337164,0,-0.6090806553342911,0.14
366,0.0,0,0.0,0.0
367,-26.981613106685785,0,-0.30454032766714556,0.32
368,0.0,0,0.0,0.0
369,-13.290806553342893,0,-0.15227016383357278,0.155
370,0.0,0,0.0,0.0
371,-16.090806553342883,0,-0.15227016383357278,0.225
372,0.0,0,0.0,0.0
373,-58.16322621337156,0,-0.6090806553342911,0.745
374,0.0,0,0.0,0.0
375,0.0,0,0.0,0.0
376,-50.963226213371584,0,-0.6090806553342911,0.565
377,0.0,0,0.0,0.0
378,-18.381613106685815,0,-0.30454032766714556,0.105
379,0.0,0,0.0,0.0
380,0.0,0,0.0,0.0
381,0.0,0,0.0,0.0
382,0.0,0,0.0,0.0
383,-45.56322621337161,0,-0.6090806553342911,0.43
384,0.0,0,0.0,0.0
385,-57.65403276671455,0,-0.761350819167864,0.555
386,-31.98161310668577,0,-0.30454032766714556,0.445
387,-24.381613106685794,0,-0.30454032766714556,0.255
388,-69.77277600660443,1,-0.8443194001651105,0.725
389,-17.581613106685822,0,-0.30454032766714556,0.085
390,0.0,0,0.0,0.0
391,-15.581613106685825,0,-0.30454032766714556,0.035
392,-7.490806553342912,0,-0.15227016383357278,0.01
393,-53.96322621337157,0,-0.6090806553342911,0.64
394,0.0,0,0.0,0.0
