episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,18.580000000000002,30,1,100.97999999999999,False,False,0.1720768383829392,PGF,harsh,3.33,0.4,456
2,18.79,30,1,100.99,False,False,0.14805219153934096,PGF,harsh,3.33,0.4,456
3,18.6,30,1,101.0,False,False,0.12738176517877567,PGF,harsh,3.33,0.4,456
4,19.6,30,1,101.0,False,False,0.10959725709800847,PGF,harsh,3.33,0.4,456
5,20.0,30,2,102.0,False,False,0.09429574748433718,PGF,harsh,3.33,0.4,456
6,19.6,30,2,102.0,False,False,0.08113057050030371,PGF,harsh,3.33,0.4,456
7,19.0,30,1,101.0,False,False,0.06980346033948207,PGF,harsh,3.33,0.4,456
8,19.0,30,1,101.0,False,False,0.06005779381703479,PGF,harsh,3.33,0.4,456
9,18.800000000000004,30,1,101.0,False,False,0.05167277640144891,PGF,harsh,3.33,0.4,456
10,104.30000000000001,23,1,185.0,True,False,0.04604607898863699,PGF,harsh,3.33,0.4,456
11,110.4,6,2,186.0,True,False,0.04468184921422049,PGF,harsh,3.33,0.4,456
12,18.985000000000003,30,1,100.985,False,False,0.038443556729431415,PGF,harsh,3.33,0.4,456
13,18.000000000000004,30,0,100.0,False,False,0.03307622849097864,PGF,harsh,3.33,0.4,456
14,19.79,30,2,101.99,False,False,0.02845826412179652,PGF,harsh,3.33,0.4,456
15,20.8,30,3,103.0,False,False,0.024485040579726884,PGF,harsh,3.33,0.4,456
16,18.990000000000002,30,1,100.99,False,False,0.02106654185318686,PGF,harsh,3.33,0.4,456
17,109.385,6,1,184.985,True,False,0.02044239308153573,PGF,harsh,3.33,0.4,456
18,110.385,6,2,185.985,True,False,0.019836736271776987,PGF,harsh,3.33,0.4,456
19,20.36,30,2,101.96,False,False,0.017067214307417783,PGF,harsh,3.33,0.4,456
20,103.98500000000001,24,1,184.985,True,False,0.015132705480150117,PGF,harsh,3.33,0.4,456
21,112.4,6,4,188.0,True,False,0.01468436139012258,PGF,harsh,3.33,0.4,456
22,111.4,6,3,187.0,True,False,0.014249300610427508,PGF,harsh,3.33,0.4,456
23,113.4,6,5,189.0,True,False,0.013827129589912309,PGF,harsh,3.33,0.4,456
24,110.4,6,2,186.0,True,False,0.013417466437357478,PGF,harsh,3.33,0.4,456
25,111.0,8,3,187.0,True,False,0.012890066668776227,PGF,harsh,3.33,0.4,456
26,109.4,6,1,185.0,True,False,0.012508166339149949,PGF,harsh,3.33,0.4,456
27,110.4,6,2,186.0,True,False,0.01213758075796651,PGF,harsh,3.33,0.4,456
28,111.4,6,3,187.0,True,False,0.011777974697622285,PGF,harsh,3.33,0.4,456
29,110.4,6,2,186.0,True,False,0.011429022862466342,PGF,harsh,3.33,0.4,456
30,109.185,10,2,185.985,True,False,0.010870259425816651,PGF,harsh,3.33,0.4,456
31,110.4,6,2,186.0,True,False,0.010548200916383305,PGF,harsh,3.33,0.4,456
32,111.4,6,3,187.0,True,False,0.01023568419242493,PGF,harsh,3.33,0.4,456
33,112.4,6,4,188.0,True,False,0.01,PGF,harsh,3.33,0.4,456
34,110.385,6,2,185.985,True,False,0.01,PGF,harsh,3.33,0.4,456
35,18.985000000000003,30,1,100.985,False,False,0.01,PGF,harsh,3.33,0.4,456
36,111.4,6,3,187.0,True,False,0.01,PGF,harsh,3.33,0.4,456
37,110.4,6,2,186.0,True,False,0.01,PGF,harsh,3.33,0.4,456
38,111.4,6,3,187.0,True,False,0.01,PGF,harsh,3.33,0.4,456
39,110.4,6,2,186.0,True,False,0.01,PGF,harsh,3.33,0.4,456
40,110.4,6,2,186.0,True,False,0.01,PGF,harsh,3.33,0.4,456
41,110.4,6,2,186.0,True,False,0.01,PGF,harsh,3.33,0.4,456
42,111.4,6,3,187.0,True,False,0.01,PGF,harsh,3.33,0.4,456
43,110.4,6,2,186.0,True,False,0.01,PGF,harsh,3.33,0.4,456
44,109.4,6,1,185.0,True,False,0.01,PGF,harsh,3.33,0.4,456
45,109.4,6,1,185.0,True,False,0.01,PGF,harsh,3.33,0.4,456
46,110.4,6,2,186.0,True,False,0.01,PGF,harsh,3.33,0.4,456
47,110.4,6,2,186.0,True,False,0.01,PGF,harsh,3.33,0.4,456
48,109.4,6,1,185.0,True,False,0.01,PGF,harsh,3.33,0.4,456
49,109.10000000000001,7,1,185.0,True,False,0.01,PGF,harsh,3.33,0.4,456
50,111.4,6,3,187.0,True,False,0.01,PGF,harsh,3.33,0.4,456
51,111.4,6,3,187.0,True,False,0.01,PGF,harsh,3.33,0.4,456
