episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,,1.0,DirectoS1,23.13,-626.8700000000002,7,1,30,False,0,0,0.1720768383829392,0.25,42,8
2,,1.0,DirectoS1,21.38,-178.61999999999975,2,0,30,False,0,0,0.14805219153934096,0.25,42,8
3,,1.0,DirectoS1,22.88,-1177.1200000000003,12,0,30,False,0,0,0.12738176517877567,0.25,42,8
4,,1.0,DirectoS1,20.779999999999998,-79.22000000000001,1,0,30,False,0,0,0.10959725709800847,0.25,42,8
5,,1.0,DirectoS1,21.56,-278.43999999999994,3,0,30,False,0,0,0.09429574748433718,0.25,42,8
6,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.08113057050030371,0.25,42,8
7,,1.0,DirectoS1,20.2,20.2,0,0,30,False,0,0,0.06980346033948207,0.25,42,8
8,,1.0,DirectoS1,20.189999999999998,-79.81000000000002,1,0,30,False,0,0,0.06005779381703479,0.25,42,8
9,,1.0,DirectoS1,20.189999999999998,-79.81000000000003,1,0,30,False,0,0,0.05167277640144891,0.25,42,8
10,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.04445843996814939,0.25,42,8
11,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.03825133894578426,0.25,42,8
12,,1.0,DirectoS1,20.2,20.2,0,0,30,False,0,0,0.032910847348523745,0.25,42,8
13,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.028315972801187538,0.25,42,8
14,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.02436261537682825,0.25,42,8
15,,1.0,DirectoS1,20.189999999999998,-79.81000000000003,1,0,30,False,0,0,0.020961209143920925,0.25,42,8
16,,1.0,DirectoS1,21.2,71.19999999999995,0,1,30,False,0,0,0.018034692990847347,0.25,42,8
17,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.015516764755359819,0.25,42,8
18,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01335037910517069,0.25,42,8
19,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.011486455138157128,0.25,42,8
20,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
21,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
22,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
23,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
24,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
25,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
26,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
27,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
28,,1.0,DirectoS1,20.2,20.2,0,0,30,False,0,0,0.01,0.25,42,8
29,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
30,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
31,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
32,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
33,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
34,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
35,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
36,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
37,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
38,,1.0,DirectoS1,20.0,20.0,0,0,30,False,0,0,0.01,0.25,42,8
