episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,1,0.0,Curriculum,22.59,22.59,21,2,30,False,0,0,0.1720768383829392,0.25,222324,4
2,1,0.0,Curriculum,20.82,20.82,18,1,30,False,0,0,0.14805219153934096,0.25,222324,4
3,1,0.0,Curriculum,21.0,21.0,0,0,30,False,0,0,0.12738176517877567,0.25,222324,4
4,1,0.0,Curriculum,21.79,21.79,1,1,30,False,0,0,0.10959725709800847,0.25,222324,4
5,1,0.0,Curriculum,20.79,20.79,1,0,30,False,0,0,0.09429574748433718,0.25,222324,4
6,1,0.0,Curriculum,19.65,19.65,15,0,30,False,0,0,0.08113057050030371,0.25,222324,4
7,1,0.0,Curriculum,20.599999999999998,20.599999999999998,0,0,30,False,0,0,0.06980346033948207,0.25,222324,4
8,1,0.0,Curriculum,20.8,20.8,20,1,30,False,0,0,0.06005779381703479,0.25,222324,4
9,1,0.0,Curriculum,111.89,111.89,11,0,22,True,0,0,0.0537869788347139,0.25,222324,4
10,1,0.0,Curriculum,22.0,22.0,0,1,30,False,0,0,0.04627746632023818,0.25,222324,4
11,1,0.0,Curriculum,114.58,114.58,2,1,13,True,0,0,0.04335803814468143,0.25,222324,4
12,1,0.0,Curriculum,23.19,23.19,1,2,30,False,0,0,0.03730457061211832,0.25,222324,4
13,1,0.0,Curriculum,22.189999999999998,22.189999999999998,1,1,30,False,0,0,0.03209626284083216,0.25,222324,4
14,1,0.0,Curriculum,22.990000000000002,22.990000000000002,0,2,30,False,0,0,0.027615117167791067,0.25,222324,4
15,1,0.0,Curriculum,23.79,23.79,0,3,30,False,0,0,0.02375961026903957,0.25,222324,4
16,1,0.0,Curriculum,21.99,21.99,1,1,30,False,0,0,0.02044239308153573,0.25,222324,4
17,1,0.0,Curriculum,25.39,25.39,1,4,30,False,0,0,0.017588311852259692,0.25,222324,4
18,1,0.0,Curriculum,22.990000000000002,22.990000000000002,1,2,30,False,0,0,0.015132705480150117,0.25,222324,4
19,1,0.0,Curriculum,22.990000000000002,22.990000000000002,1,2,30,False,0,0,0.013019940576022048,0.25,222324,4
20,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.012634192408423978,0.25,222324,4
21,1,0.0,Curriculum,114.98,114.98,2,0,6,True,0,0,0.012259872991052256,0.25,222324,4
22,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.011896643718716482,0.25,222324,4
23,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01154417601824837,0.25,222324,4
24,1,0.0,Curriculum,24.19,24.19,1,3,30,False,0,0,0.01,0.25,222324,4
25,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01,0.25,222324,4
26,1,0.0,Curriculum,21.99,21.99,1,1,30,False,0,0,0.01,0.25,222324,4
27,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.01,0.25,222324,4
28,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01,0.25,222324,4
29,1,0.0,Curriculum,20.99,20.99,1,0,30,False,0,0,0.01,0.25,222324,4
30,1,0.0,Curriculum,117.98,117.98,2,3,6,True,0,0,0.01,0.25,222324,4
31,1,0.0,Curriculum,115.97,115.97,3,1,6,True,0,0,0.01,0.25,222324,4
32,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01,0.25,222324,4
33,1,0.0,Curriculum,115.75,115.75,5,1,8,True,0,0,0.01,0.25,222324,4
34,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01,0.25,222324,4
35,1,0.0,Curriculum,116.98,116.98,2,2,6,True,0,0,0.01,0.25,222324,4
36,1,0.0,Curriculum,114.98,114.98,2,0,6,True,0,0,0.01,0.25,222324,4
37,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01,0.25,222324,4
38,1,0.0,Curriculum,116.98,116.98,2,2,6,True,0,0,0.01,0.25,222324,4
39,1,0.0,Curriculum,114.19,114.19,1,1,15,True,0,0,0.01,0.25,222324,4
40,1,0.0,Curriculum,115.99,115.99,1,1,6,True,0,0,0.01,0.25,222324,4
41,1,0.0,Curriculum,115.99,115.99,1,1,6,True,0,0,0.01,0.25,222324,4
42,1,0.0,Curriculum,117.98,117.98,2,3,6,True,0,0,0.01,0.25,222324,4
43,1,0.0,Curriculum,117.98,117.98,2,3,6,True,0,0,0.01,0.25,222324,4
44,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.01,0.25,222324,4
45,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.01,0.25,222324,4
46,1,0.0,Curriculum,115.97,115.97,3,1,6,True,0,0,0.01,0.25,222324,4
47,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01,0.25,222324,4
48,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.01,0.25,222324,4
49,1,0.0,Curriculum,115.99,115.99,1,1,6,True,0,0,0.01,0.25,222324,4
50,1,0.0,Curriculum,115.97,115.97,3,1,6,True,0,0,0.01,0.25,222324,4
51,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.01,0.25,222324,4
52,1,0.0,Curriculum,115.97,115.97,3,1,6,True,0,0,0.01,0.25,222324,4
53,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.01,0.25,222324,4
54,1,0.0,Curriculum,114.99,114.99,1,0,6,True,0,0,0.01,0.25,222324,4
55,1,0.0,Curriculum,114.99,114.99,1,0,6,True,0,0,0.01,0.25,222324,4
56,1,0.0,Curriculum,114.97,114.97,3,0,6,True,0,0,0.01,0.25,222324,4
57,1,0.0,Curriculum,115.98,115.98,2,1,6,True,0,0,0.01,0.25,222324,4
