episode,stage,shaping_scale_current,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,spawn_rate,seed,grid_size
1,,0.0,ControlS0,21.74,21.74,26,0,30,False,0,0,0.1720768383829392,0.25,131415,4
2,,0.0,ControlS0,21.849999999999998,21.849999999999998,14,1,30,False,0,0,0.14805219153934096,0.25,131415,4
3,,0.0,ControlS0,21.939999999999998,21.939999999999998,6,1,30,False,0,0,0.12738176517877567,0.25,131415,4
4,,0.0,ControlS0,21.479999999999997,21.479999999999997,11,1,30,False,0,0,0.10959725709800847,0.25,131415,4
5,,0.0,ControlS0,20.299999999999997,20.299999999999997,10,1,30,False,0,0,0.09429574748433718,0.25,131415,4
6,,0.0,ControlS0,20.119999999999997,20.119999999999997,7,0,30,False,0,0,0.08113057050030371,0.25,131415,4
7,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.06980346033948207,0.25,131415,4
8,,0.0,ControlS0,20.56,20.56,4,0,30,False,0,0,0.06005779381703479,0.25,131415,4
9,,0.0,ControlS0,21.979999999999997,21.979999999999997,2,1,30,False,0,0,0.05167277640144891,0.25,131415,4
10,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.04445843996814939,0.25,131415,4
11,,0.0,ControlS0,21.59,21.59,1,1,30,False,0,0,0.03825133894578426,0.25,131415,4
12,,0.0,ControlS0,21.59,21.59,1,1,30,False,0,0,0.032910847348523745,0.25,131415,4
13,,0.0,ControlS0,20.77,20.77,22,0,30,False,0,0,0.028315972801187538,0.25,131415,4
14,,0.0,ControlS0,23.34,23.34,6,2,30,False,0,0,0.02436261537682825,0.25,131415,4
15,,0.0,ControlS0,24.41,24.41,19,2,30,False,0,0,0.020961209143920925,0.25,131415,4
16,,0.0,ControlS0,115.98,115.98,2,1,6,True,0,0,0.02034018111612805,0.25,131415,4
17,,0.0,ControlS0,23.17,23.17,3,2,30,False,0,0,0.017500370292998394,0.25,131415,4
18,,0.0,ControlS0,21.79,21.79,1,1,30,False,0,0,0.015057041952749367,0.25,131415,4
19,,0.0,ControlS0,20.589999999999996,20.589999999999996,1,0,30,False,0,0,0.012954840873141938,0.25,131415,4
20,,0.0,ControlS0,20.979999999999997,20.979999999999997,2,0,30,False,0,0,0.011146140296021703,0.25,131415,4
21,,0.0,ControlS0,21.78,21.78,2,1,30,False,0,0,0.01,0.25,131415,4
22,,0.0,ControlS0,21.73,21.73,26,1,30,False,0,0,0.01,0.25,131415,4
23,,0.0,ControlS0,115.98,115.98,2,1,6,True,0,0,0.01,0.25,131415,4
24,,0.0,ControlS0,113.98,113.98,2,0,11,True,0,0,0.01,0.25,131415,4
25,,0.0,ControlS0,115.98,115.98,2,1,6,True,0,0,0.01,0.25,131415,4
26,,0.0,ControlS0,20.509999999999998,20.509999999999998,28,1,30,False,0,0,0.01,0.25,131415,4
27,,0.0,ControlS0,22.74,22.74,25,3,30,False,0,0,0.01,0.25,131415,4
